user_id,variant,clicks,sessions,day
1361,control,0,8,3
1362,control,0,9,4
1363,control,1,9,5
1364,control,1,8,6
1365,control,2,9,7
1366,control,2,7,8
1367,control,1,5,9
1368,control,0,6,10
1369,control,0,10,11
1370,control,0,9,12
1371,control,1,8,13
1372,control,1,7,14
1373,control,0,9,1
1374,control,2,8,2
1375,control,2,8,3
1376,control,2,8,4
1377,control,1,10,5
1378,control,0,9,6
1379,control,3,11,7
1380,control,0,8,8
1381,control,1,11,9
1382,control,1,9,10
1383,control,1,6,11
1384,control,2,9,12
1385,control,1,9,13
1386,control,2,10,14
1387,control,1,10,1
1388,control,3,11,2
1389,control,0,9,3
1390,control,2,8,4
1391,control,0,7,5
1392,control,0,5,6
1393,control,0,5,7
1394,control,0,10,8
1395,control,2,9,9
1396,control,1,10,10
1397,control,0,7,11
1398,control,2,10,12
1399,control,1,8,13
1400,control,0,7,14
1401,control,1,6,1
1402,control,0,8,2
1403,control,0,8,3
1404,control,1,11,4
1405,control,1,7,5
1406,control,1,5,6
1407,control,1,11,7
1408,control,2,6,8
1409,control,0,7,9
1410,control,3,10,10
1411,control,2,6,11
1412,control,0,8,12
1413,control,0,5,13
1414,control,1,8,14
1415,control,0,7,1
1416,control,1,7,2
1417,control,1,8,3
1418,control,0,8,4
1419,control,1,7,5
1420,control,0,10,6
1421,control,0,7,7
1422,control,1,10,8
1423,control,0,7,9
1424,control,0,9,10
1425,control,0,11,11
1426,control,0,6,12
1427,control,0,9,13
1428,control,1,4,14
1429,control,0,7,1
1430,control,0,9,2
1431,control,2,10,3
1432,control,0,11,4
1433,control,1,7,5
1434,control,0,9,6
1435,control,0,8,7
1436,control,2,9,8
1437,control,0,7,9
1438,control,1,9,10
1439,control,1,11,11
1440,control,1,7,12
1441,control,0,7,13
1442,control,1,8,14
1443,control,1,8,1
1444,control,0,10,2
1445,control,1,7,3
1446,control,1,10,4
1447,control,1,11,5
1448,control,0,8,6
1449,control,0,10,7
1450,control,1,8,8
1451,control,1,7,9
1452,control,1,8,10
1453,control,0,8,11
1454,control,1,8,12
1455,control,1,8,13
1456,control,1,12,14
1457,control,0,8,1
1458,control,1,10,2
1459,control,0,11,3
1460,control,3,10,4
1461,control,1,9,5
1462,control,0,8,6
1463,control,2,9,7
1464,control,0,6,8
1465,control,1,8,9
1466,control,2,9,10
1467,control,2,7,11
1468,control,2,7,12
1469,control,1,9,13
1470,control,0,7,14
1471,control,0,12,1
1472,control,1,9,2
1473,control,0,6,3
1474,control,2,13,4
1475,control,1,6,5
1476,control,0,6,6
1477,control,1,8,7
1478,control,0,3,8
1479,control,0,6,9
1480,control,2,9,10
1481,control,0,9,11
1482,control,1,12,12
1483,control,0,6,13
1484,control,4,10,14
1485,control,1,10,1
1486,control,0,9,2
1487,control,0,8,3
1488,control,1,9,4
1489,control,0,9,5
1490,control,0,9,6
1491,control,1,11,7
1492,control,0,6,8
1493,control,1,10,9
1494,control,0,7,10
1495,control,0,10,11
1496,control,1,7,12
1497,control,1,9,13
1498,control,0,9,14
1499,control,1,7,1
1500,control,2,7,2
1501,control,0,7,3
1502,control,0,10,4
1503,control,0,7,5
1504,control,0,3,6
1505,control,0,7,7
1506,control,0,9,8
1507,control,1,6,9
1508,control,0,5,10
1509,control,1,9,11
1510,control,0,7,12
1511,control,0,10,13
1512,control,1,10,14
1513,control,0,8,1
1514,control,1,7,2
1515,control,0,4,3
1516,control,0,10,4
1517,control,2,11,5
1518,control,1,5,6
1519,control,0,6,7
1520,control,1,9,8
1521,control,1,10,9
1522,control,1,9,10
1523,control,0,9,11
1524,control,0,9,12
1525,control,0,7,13
1526,control,0,7,14
1527,control,1,11,1
1528,control,2,6,2
1529,control,0,8,3
1530,control,0,7,4
1531,control,0,6,5
1532,control,0,6,6
1533,control,0,8,7
1534,control,1,10,8
1535,control,0,5,9
1536,control,0,7,10
1537,control,2,7,11
1538,control,1,10,12
1539,control,1,6,13
1540,control,0,6,14
1541,control,0,8,1
1542,control,1,9,2
1543,control,0,10,3
1544,control,2,10,4
1545,control,0,8,5
1546,control,0,6,6
1547,control,2,8,7
1548,control,2,10,8
1549,control,2,11,9
1550,control,0,4,10
1551,control,2,10,11
1552,control,0,6,12
1553,control,1,10,13
1554,control,0,6,14
1555,control,0,5,1
1556,control,0,10,2
1557,control,0,6,3
1558,control,2,7,4
1559,control,0,9,5
1560,control,1,7,6
1561,control,0,6,7
1562,control,1,9,8
1563,control,0,6,9
1564,control,1,9,10
1565,control,2,10,11
1566,control,0,5,12
1567,control,2,8,13
1568,control,1,10,14
1569,control,0,7,1
1570,control,1,9,2
1571,control,0,7,3
1572,control,0,7,4
1573,control,0,8,5
1574,control,1,4,6
1575,control,1,12,7
1576,control,1,4,8
1577,control,1,8,9
1578,control,0,9,10
1579,control,1,8,11
1580,control,1,11,12
1581,control,2,10,13
1582,control,1,11,14
1583,control,0,10,1
1584,control,0,4,2
1585,control,0,6,3
1586,control,0,6,4
1587,control,1,9,5
1588,control,1,11,6
1589,control,1,10,7
1590,control,0,10,8
1591,control,0,5,9
1592,control,0,9,10
1593,control,1,7,11
1594,control,1,5,12
1595,control,1,5,13
1596,control,0,7,14
1597,control,0,9,1
1598,control,0,7,2
1599,control,1,12,3
1600,control,1,5,4
1601,control,1,7,5
1602,control,2,9,6
1603,control,0,6,7
1604,control,1,7,8
1605,control,0,7,9
1606,control,2,9,10
1607,control,1,9,11
1608,control,1,5,12
1609,control,0,8,13
1610,control,3,10,14
1611,control,2,9,1
1612,control,2,9,2
1613,control,1,8,3
1614,control,0,10,4
1615,control,3,9,5
1616,control,0,6,6
1617,control,0,7,7
1618,control,2,8,8
1619,control,1,9,9
1620,control,1,7,10
1621,control,1,10,11
1622,control,2,9,12
1623,control,0,6,13
1624,control,0,9,14
1625,control,3,8,1
1626,control,0,8,2
1627,control,1,7,3
1628,control,2,6,4
1629,control,0,7,5
1630,control,0,6,6
1631,control,0,10,7
1632,control,1,10,8
1633,control,0,8,9
1634,control,0,8,10
1635,control,0,9,11
1636,control,0,7,12
1637,control,0,10,13
1638,control,1,11,14
1639,control,1,5,1
1640,control,0,7,2
1641,control,0,5,3
1642,control,0,11,4
1643,control,1,7,5
1644,control,0,8,6
1645,control,0,10,7
1646,control,1,13,8
1647,control,1,12,9
1648,control,0,9,10
1649,control,0,10,11
1650,control,2,10,12
1651,control,0,9,13
1652,control,2,14,14
1653,control,0,5,1
1654,control,0,10,2
1655,control,2,7,3
1656,control,1,8,4
1657,control,0,10,5
1658,control,0,7,6
1659,control,0,7,7
1660,control,3,10,8
1661,control,0,8,9
1662,control,1,8,10
1663,control,0,6,11
1664,control,3,9,12
1665,control,0,5,13
1666,control,1,9,14
1667,control,2,9,1
1668,control,0,8,2
1669,control,0,7,3
1670,control,2,10,4
1671,control,0,9,5
1672,control,1,10,6
1673,control,0,8,7
1674,control,2,10,8
1675,control,0,6,9
1676,control,0,8,10
1677,control,2,5,11
1678,control,1,7,12
1679,control,0,9,13
1680,control,0,7,14
1681,control,0,8,1
1682,control,0,12,2
1683,control,0,10,3
1684,control,1,9,4
1685,control,1,8,5
1686,control,1,7,6
1687,control,2,10,7
1688,control,0,6,8
1689,control,0,5,9
1690,control,1,8,10
1691,control,1,7,11
1692,control,0,7,12
1693,control,1,8,13
1694,control,1,10,14
1695,control,0,7,1
1696,control,1,9,2
1697,control,0,9,3
1698,control,0,8,4
1699,control,1,9,5
1700,control,0,10,6
1701,control,0,8,7
1702,control,0,9,8
1703,control,2,9,9
1704,control,1,11,10
1705,control,0,6,11
1706,control,1,5,12
1707,control,1,6,13
1708,control,0,7,14
1709,control,1,8,1
1710,control,0,7,2
1711,control,1,6,3
1712,control,0,8,4
1713,control,1,7,5
1714,control,1,8,6
1715,control,2,10,7
1716,control,1,9,8
1717,control,1,6,9
1718,control,1,8,10
1719,control,1,9,11
1720,control,0,6,12
1721,control,0,9,13
1722,control,1,7,14
1723,control,1,3,1
1724,control,0,9,2
1725,control,1,13,3
1726,control,4,10,4
1727,control,0,4,5
1728,control,1,7,6
1729,control,2,9,7
1730,control,1,8,8
1731,control,0,8,9
1732,control,3,7,10
1733,control,0,9,11
1734,control,1,7,12
1735,control,0,6,13
1736,control,1,10,14
1737,control,0,5,1
1738,control,0,6,2
1739,control,1,7,3
1740,control,1,10,4
1741,control,1,8,5
1742,control,2,7,6
1743,control,0,8,7
1744,control,0,7,8
1745,control,1,11,9
1746,control,0,7,10
1747,control,0,8,11
1748,control,0,9,12
1749,control,0,9,13
1750,control,1,4,14
1751,control,0,9,1
1752,control,0,6,2
1753,control,0,7,3
1754,control,0,8,4
1755,control,1,8,5
1756,control,0,6,6
1757,control,1,10,7
1758,control,1,10,8
1759,control,0,12,9
1760,control,0,7,10
1761,control,2,8,11
1762,control,0,8,12
1763,control,1,10,13
1764,control,1,7,14
1765,control,1,9,1
1766,control,0,7,2
1767,control,3,8,3
1768,control,0,9,4
1769,control,1,8,5
1770,control,1,10,6
1771,control,0,10,7
1772,control,0,7,8
1773,control,2,7,9
1774,control,1,6,10
1775,control,0,9,11
1776,control,0,8,12
1777,control,0,10,13
1778,control,1,8,14
1779,control,0,3,1
1780,control,1,12,2
1781,control,1,9,3
1782,control,0,9,4
1783,control,1,8,5
1784,control,3,11,6
1785,control,0,7,7
1786,control,0,10,8
1787,control,1,10,9
1788,control,0,9,10
1789,control,0,5,11
1790,control,1,10,12
1791,control,1,10,13
1792,control,0,9,14
1793,control,0,9,1
1794,control,3,7,2
1795,control,2,8,3
1796,control,0,9,4
1797,control,3,9,5
1798,control,0,4,6
1799,control,0,9,7
1800,control,0,7,8
1801,control,1,9,9
1802,control,0,9,10
1803,control,0,8,11
1804,control,0,11,12
1805,control,0,6,13
1806,control,0,5,14
1807,control,0,5,1
1808,control,1,9,2
1809,control,3,11,3
1810,control,2,9,4
1811,control,0,8,5
1812,control,0,9,6
1813,control,0,6,7
1814,control,0,7,8
1815,control,2,10,9
1816,control,0,5,10
1817,control,0,6,11
1818,control,1,10,12
1819,control,0,10,13
1820,control,0,7,14
1821,control,1,9,1
1822,control,0,5,2
1823,control,0,7,3
1824,control,0,10,4
1825,control,1,9,5
1826,control,1,8,6
1827,control,1,7,7
1828,control,1,6,8
1829,control,0,10,9
1830,control,0,8,10
1831,control,0,10,11
1832,control,0,11,12
1833,control,1,9,13
1834,control,0,6,14
1835,control,0,9,1
1836,control,1,6,2
1837,control,2,9,3
1838,control,1,6,4
1839,control,5,6,5
1840,control,0,8,6
1841,control,0,9,7
1842,control,1,6,8
1843,control,1,11,9
1844,control,3,9,10
1845,control,0,8,11
1846,control,2,10,12
1847,control,0,10,13
1848,control,0,10,14
1849,control,2,11,1
1850,control,3,9,2
1851,control,0,7,3
1852,control,0,8,4
1853,control,1,8,5
1854,control,0,6,6
1855,control,0,10,7
1856,control,0,8,8
1857,control,3,9,9
1858,control,0,6,10
1859,control,0,7,11
1860,control,0,11,12
1861,control,2,9,13
1862,control,0,12,14
1863,control,2,9,1
1864,control,0,11,2
1865,control,1,9,3
1866,control,0,9,4
1867,control,2,11,5
1868,control,1,10,6
1869,control,2,10,7
1870,control,2,8,8
1871,control,0,10,9
1872,control,1,10,10
1873,control,1,9,11
1874,control,1,9,12
1875,control,2,10,13
1876,control,1,10,14
1877,control,1,7,1
1878,control,1,8,2
1879,control,0,3,3
1880,control,0,7,4
1881,control,0,8,5
1882,control,0,8,6
1883,control,1,7,7
1884,control,1,9,8
1885,control,0,7,9
1886,control,0,7,10
1887,control,0,8,11
1888,control,0,7,12
1889,control,1,6,13
1890,control,1,8,14
1891,control,2,9,1
1892,control,0,9,2
1893,control,0,7,3
1894,control,1,7,4
1895,control,1,8,5
1896,control,4,12,6
1897,control,0,10,7
1898,control,3,6,8
1899,control,0,8,9
1900,control,0,11,10
1901,control,2,10,11
1902,control,1,9,12
1903,control,1,8,13
1904,control,2,9,14
1905,control,1,9,1
1906,control,0,9,2
1907,control,0,7,3
1908,control,2,9,4
1909,control,2,7,5
1910,control,0,9,6
1911,control,0,8,7
1912,control,1,9,8
1913,control,0,9,9
1914,control,0,7,10
1915,control,3,6,11
1916,control,1,6,12
1917,control,1,8,13
1918,control,1,9,14
1919,control,0,8,1
1920,control,1,8,2
1921,control,0,5,3
1922,control,0,7,4
1923,control,0,5,5
1924,control,1,9,6
1925,control,0,8,7
1926,control,0,9,8
1927,control,0,9,9
1928,control,0,10,10
1929,control,0,7,11
1930,control,1,6,12
1931,control,0,9,13
1932,control,3,10,14
1933,control,0,10,1
1934,control,2,14,2
1935,control,0,8,3
1936,control,0,6,4
1937,control,2,10,5
1938,control,0,8,6
1939,control,1,9,7
1940,control,0,6,8
1941,control,1,9,9
1942,control,0,9,10
1943,control,1,7,11
1944,control,0,9,12
1945,control,1,5,13
1946,control,1,8,14
1947,control,1,12,1
1948,control,0,8,2
1949,control,0,6,3
1950,control,0,8,4
1951,control,1,6,5
1952,control,0,10,6
1953,control,2,10,7
1954,control,1,10,8
1955,control,0,6,9
1956,control,0,7,10
1957,control,0,6,11
1958,control,1,10,12
1959,control,0,7,13
1960,control,1,8,14
1961,control,0,9,1
1962,control,0,10,2
1963,control,0,9,3
1964,control,1,7,4
1965,control,0,10,5
1966,control,1,5,6
1967,control,0,7,7
1968,control,0,9,8
1969,control,0,7,9
1970,control,1,9,10
1971,control,1,6,11
1972,control,4,8,12
1973,control,1,5,13
1974,control,3,6,14
1975,control,1,10,1
1976,control,0,8,2
1977,control,1,5,3
1978,control,0,9,4
1979,control,2,11,5
1980,control,0,7,6
1981,control,3,12,7
1982,control,2,9,8
1983,control,0,11,9
1984,control,2,7,10
1985,control,1,9,11
1986,control,1,11,12
1987,control,1,8,13
1988,control,2,8,14
1989,control,1,9,1
1990,control,0,10,2
1991,control,0,8,3
1992,control,3,6,4
1993,control,1,10,5
1994,control,0,7,6
1995,control,1,7,7
1996,control,1,10,8
1997,control,1,7,9
1998,control,0,11,10
1999,control,1,8,11
2000,control,0,8,12
2001,control,0,5,13
2002,control,0,11,14
2003,control,1,11,1
2004,control,2,11,2
2005,control,1,11,3
2006,control,0,6,4
2007,control,0,7,5
2008,control,0,10,6
2009,control,1,6,7
2010,control,2,9,8
2011,control,1,5,9
2012,control,1,10,10
2013,control,0,13,11
2014,control,0,10,12
2015,control,0,8,13
2016,control,0,4,14
2017,control,0,4,1
2018,control,0,5,2
2019,control,0,7,3
2020,control,0,7,4
2021,control,0,7,5
2022,control,0,9,6
2023,control,2,9,7
2024,control,3,10,8
2025,control,0,5,9
2026,control,0,6,10
2027,control,0,9,11
2028,control,0,5,12
2029,control,0,7,13
2030,control,1,8,14
2031,control,2,9,1
2032,control,2,8,2
2033,control,1,8,3
2034,control,1,8,4
2035,control,0,12,5
2036,control,1,10,6
2037,control,1,3,7
2038,control,3,5,8
2039,control,0,7,9
2040,control,0,6,10
2041,control,2,8,11
2042,control,2,12,12
2043,control,1,8,13
2044,control,1,9,14
2045,control,1,6,1
2046,control,2,10,2
2047,control,1,12,3
2048,control,1,10,4
2049,control,1,9,5
2050,control,0,6,6
2051,control,1,10,7
2052,control,2,8,8
2053,control,0,10,9
2054,control,1,7,10
2055,control,0,7,11
2056,control,1,6,12
2057,control,1,10,13
2058,control,2,9,14
2059,control,1,8,1
2060,control,2,7,2
2061,control,0,8,3
2062,control,0,10,4
2063,control,0,7,5
2064,control,0,5,6
2065,control,0,6,7
2066,control,0,5,8
2067,control,1,7,9
2068,control,0,4,10
2069,control,2,6,11
2070,control,1,6,12
2071,control,1,7,13
2072,control,0,5,14
2073,control,0,5,1
2074,control,1,10,2
2075,control,1,9,3
2076,control,0,5,4
2077,control,2,8,5
2078,control,0,8,6
2079,control,1,7,7
2080,control,0,3,8
2081,control,0,4,9
2082,control,2,7,10
2083,control,2,11,11
2084,control,1,9,12
2085,control,1,8,13
2086,control,2,7,14
2087,control,1,7,1
2088,control,1,9,2
2089,control,0,9,3
2090,control,1,13,4
2091,control,1,4,5
2092,control,0,12,6
2093,control,0,10,7
2094,control,1,7,8
2095,control,3,10,9
2096,control,0,7,10
2097,control,1,10,11
2098,control,0,8,12
2099,control,0,7,13
2100,control,0,5,14
2101,control,0,9,1
2102,control,0,6,2
2103,control,2,8,3
2104,control,1,10,4
2105,control,1,7,5
2106,control,2,6,6
2107,control,1,4,7
2108,control,0,11,8
2109,control,0,8,9
2110,control,2,10,10
2111,control,4,11,11
2112,control,0,10,12
2113,control,1,9,13
2114,control,1,11,14
2115,control,1,10,1
2116,control,0,9,2
2117,control,1,11,3
2118,control,0,8,4
2119,control,0,9,5
2120,control,0,10,6
2121,control,0,6,7
2122,control,0,5,8
2123,control,1,4,9
2124,control,1,9,10
2125,control,2,8,11
2126,control,3,7,12
2127,control,1,7,13
2128,control,1,6,14
2129,control,0,9,1
2130,control,0,8,2
2131,control,0,8,3
2132,control,0,6,4
2133,control,3,10,5
2134,control,0,8,6
2135,control,1,8,7
2136,control,1,9,8
2137,control,0,6,9
2138,control,0,10,10
2139,control,1,10,11
2140,control,2,7,12
2141,control,0,9,13
2142,control,0,10,14
2143,control,1,9,1
2144,control,0,7,2
2145,control,1,8,3
2146,control,1,8,4
2147,control,1,6,5
2148,control,1,6,6
2149,control,0,11,7
2150,control,1,9,8
2151,control,1,8,9
2152,control,0,10,10
2153,control,1,10,11
2154,control,0,8,12
2155,control,0,8,13
2156,control,1,9,14
2157,control,1,10,1
2158,control,0,8,2
2159,control,0,10,3
2160,control,2,7,4
2161,control,2,10,5
2162,control,0,12,6
2163,control,0,6,7
2164,control,1,5,8
2165,control,0,9,9
2166,control,0,11,10
2167,control,1,9,11
2168,control,2,11,12
2169,control,0,5,13
2170,control,1,9,14
2171,control,0,7,1
2172,control,1,8,2
2173,control,1,9,3
2174,control,1,6,4
2175,control,1,7,5
2176,control,0,9,6
2177,control,0,10,7
2178,control,0,6,8
2179,control,0,10,9
2180,control,1,9,10
2181,control,0,7,11
2182,control,1,9,12
2183,control,0,7,13
2184,control,1,10,14
2185,control,2,10,1
2186,control,0,7,2
2187,control,0,10,3
2188,control,1,5,4
2189,control,1,9,5
2190,control,0,12,6
2191,control,1,5,7
2192,control,0,9,8
2193,control,1,7,9
2194,control,0,8,10
2195,control,1,6,11
2196,control,0,9,12
2197,control,2,7,13
2198,control,0,11,14
2199,control,1,14,1
2200,control,3,8,2
2201,control,1,7,3
2202,control,3,7,4
2203,control,1,8,5
2204,control,1,8,6
2205,control,1,6,7
2206,control,1,10,8
2207,control,0,9,9
2208,control,1,8,10
2209,control,2,10,11
2210,control,1,11,12
2211,control,1,9,13
2212,control,0,9,14
2213,control,3,8,1
2214,control,1,8,2
2215,control,0,8,3
2216,control,1,6,4
2217,control,0,9,5
2218,control,1,5,6
2219,control,1,6,7
2220,control,2,9,8
2221,control,1,9,9
2222,control,0,10,10
2223,control,1,9,11
2224,control,0,10,12
2225,control,0,9,13
2226,control,0,6,14
2227,control,1,7,1
2228,control,0,8,2
2229,control,0,9,3
2230,control,1,8,4
2231,control,0,9,5
2232,control,0,6,6
2233,control,0,9,7
2234,control,1,9,8
2235,control,1,9,9
2236,control,1,11,10
2237,control,4,11,11
2238,control,0,9,12
2239,control,1,9,13
2240,control,0,6,14
2241,control,0,9,1
2242,control,1,7,2
2243,control,2,6,3
2244,control,1,8,4
2245,control,0,4,5
2246,control,1,10,6
2247,control,0,5,7
2248,control,1,9,8
2249,control,1,8,9
2250,control,1,6,10
2251,control,0,11,11
2252,control,2,8,12
2253,control,1,10,13
2254,control,1,6,14
2255,control,2,9,1
2256,control,1,11,2
2257,control,1,10,3
2258,control,0,6,4
2259,control,0,8,5
2260,control,0,10,6
2261,control,0,10,7
2262,control,1,7,8
2263,control,0,3,9
2264,control,1,7,10
2265,control,2,9,11
2266,control,0,9,12
2267,control,3,8,13
2268,control,1,7,14
2269,control,0,7,1
2270,control,1,10,2
2271,control,2,8,3
2272,control,1,7,4
2273,control,1,10,5
2274,control,1,9,6
2275,control,1,11,7
2276,control,0,11,8
2277,control,0,8,9
2278,control,2,7,10
2279,control,3,8,11
2280,control,2,9,12
2281,control,1,7,13
2282,control,0,7,14
2283,control,1,8,1
2284,control,0,6,2
2285,control,1,7,3
2286,control,0,9,4
2287,control,0,6,5
2288,control,2,11,6
2289,control,0,10,7
2290,control,0,9,8
2291,control,1,9,9
2292,control,0,8,10
2293,control,0,7,11
2294,control,0,6,12
2295,control,2,9,13
2296,control,0,7,14
2297,control,1,8,1
2298,control,0,7,2
2299,control,2,12,3
2300,control,1,4,4
2301,control,0,8,5
2302,control,0,7,6
2303,control,1,8,7
2304,control,2,8,8
2305,control,0,10,9
2306,control,0,9,10
2307,control,1,9,11
2308,control,0,7,12
2309,control,0,8,13
2310,control,0,7,14
2311,control,0,9,1
2312,control,1,4,2
2313,control,2,9,3
2314,control,1,6,4
2315,control,2,8,5
2316,control,0,6,6
2317,control,2,10,7
2318,control,2,11,8
2319,control,0,5,9
2320,control,0,9,10
2321,control,1,10,11
2322,control,1,9,12
2323,control,0,11,13
2324,control,1,7,14
2325,control,0,9,1
2326,control,2,6,2
2327,control,3,11,3
2328,control,3,8,4
2329,control,1,9,5
2330,control,1,10,6
2331,control,0,6,7
2332,control,0,7,8
2333,control,0,7,9
2334,control,1,11,10
2335,control,1,7,11
2336,control,2,9,12
2337,control,1,5,13
2338,control,1,6,14
2339,control,0,3,1
2340,control,2,8,2
2341,control,0,11,3
2342,control,2,11,4
2343,control,2,9,5
2344,control,2,12,6
2345,control,0,8,7
2346,control,0,12,8
2347,control,0,9,9
2348,control,0,7,10
2349,control,1,7,11
2350,control,1,9,12
2351,control,0,10,13
2352,control,1,6,14
2353,control,1,10,1
2354,control,1,8,2
2355,control,1,6,3
2356,control,1,12,4
2357,control,1,9,5
2358,control,1,11,6
2359,control,3,8,7
2360,control,1,10,8
2361,control,0,10,9
2362,control,1,8,10
2363,control,1,10,11
2364,control,3,9,12
2365,control,0,8,13
2366,control,1,10,14
2367,control,0,7,1
2368,control,0,7,2
2369,control,1,7,3
2370,control,1,7,4
2371,control,1,7,5
2372,control,1,8,6
2373,control,2,8,7
2374,control,0,3,8
2375,control,0,9,9
2376,control,1,8,10
2377,control,0,7,11
2378,control,1,8,12
2379,control,1,5,13
2380,control,0,9,14
2381,control,0,3,1
2382,control,0,11,2
2383,control,0,8,3
2384,control,0,8,4
2385,control,1,8,5
2386,control,1,8,6
2387,control,1,10,7
2388,control,0,11,8
2389,control,0,7,9
2390,control,1,10,10
2391,control,0,9,11
2392,control,0,7,12
2393,control,1,11,13
2394,control,0,4,14
2395,control,1,8,1
2396,control,0,9,2
2397,control,2,11,3
2398,control,1,10,4
2399,control,1,6,5
2400,control,0,6,6
2401,control,1,10,7
2402,control,0,9,8
2403,control,0,7,9
2404,control,2,7,10
2405,control,0,4,11
2406,control,0,7,12
2407,control,0,7,13
2408,control,1,10,14
2409,control,0,7,1
2410,control,1,6,2
2411,control,0,8,3
2412,control,2,9,4
2413,control,1,10,5
2414,control,1,11,6
2415,control,1,8,7
2416,control,2,8,8
2417,control,1,6,9
2418,control,0,8,10
2419,control,2,10,11
2420,control,0,9,12
2421,control,1,7,13
2422,control,0,5,14
2423,control,0,9,1
2424,control,1,8,2
2425,control,1,10,3
2426,control,0,9,4
2427,control,0,6,5
2428,control,1,7,6
2429,control,0,7,7
2430,control,0,8,8
2431,control,0,7,9
2432,control,0,5,10
2433,control,0,7,11
2434,control,0,11,12
2435,control,1,6,13
2436,control,2,7,14
2437,control,0,7,1
2438,control,0,9,2
2439,control,0,9,3
2440,control,0,6,4
2441,control,0,4,5
2442,control,2,10,6
2443,control,0,9,7
2444,control,2,11,8
2445,control,0,11,9
2446,control,1,9,10
2447,control,2,10,11
2448,control,1,9,12
2449,control,0,9,13
2450,control,1,8,14
2451,control,0,9,1
2452,control,1,5,2
2453,control,0,8,3
2454,control,0,7,4
2455,control,0,8,5
2456,control,1,8,6
2457,control,2,6,7
2458,control,1,9,8
2459,control,0,8,9
2460,control,0,10,10
2461,control,1,6,11
2462,control,1,7,12
2463,control,1,11,13
2464,control,0,11,14
2465,control,0,8,1
2466,control,0,9,2
2467,control,0,8,3
2468,control,0,4,4
2469,control,1,7,5
2470,control,0,7,6
2471,control,0,5,7
2472,control,3,10,8
2473,control,0,9,9
2474,control,1,12,10
2475,control,0,9,11
2476,control,0,8,12
2477,control,0,5,13
2478,control,0,6,14
2479,control,0,9,1
2480,control,2,9,2
2481,control,1,7,3
2482,control,1,8,4
2483,control,0,4,5
2484,control,0,3,6
2485,control,2,5,7
2486,control,2,11,8
2487,control,1,9,9
2488,control,0,10,10
2489,control,1,10,11
2490,control,0,12,12
2491,control,1,7,13
2492,control,1,7,14
2493,control,2,9,1
2494,control,0,7,2
2495,control,0,9,3
2496,control,1,5,4
2497,control,0,7,5
2498,control,0,11,6
2499,control,0,6,7
2500,control,1,8,8
2501,control,0,9,9
2502,control,1,6,10
2503,control,3,8,11
2504,control,1,7,12
2505,control,1,10,13
2506,control,1,10,14
2507,control,1,10,1
2508,control,0,8,2
2509,control,1,8,3
2510,control,1,9,4
2511,control,0,9,5
2512,control,1,10,6
2513,control,1,6,7
2514,control,0,5,8
2515,control,0,9,9
2516,control,0,5,10
2517,control,2,11,11
2518,control,0,7,12
2519,control,1,8,13
2520,control,2,9,14
2521,control,0,10,1
2522,control,1,8,2
2523,control,0,7,3
2524,control,0,9,4
2525,control,2,10,5
2526,control,0,8,6
2527,control,1,11,7
2528,control,2,7,8
2529,control,0,5,9
2530,control,2,8,10
2531,control,0,10,11
2532,control,0,8,12
2533,control,1,11,13
2534,control,0,6,14
2535,control,0,7,1
2536,control,1,9,2
2537,control,0,6,3
2538,control,0,9,4
2539,control,2,10,5
2540,control,2,7,6
2541,control,0,8,7
2542,control,0,13,8
2543,control,1,10,9
2544,control,0,6,10
2545,control,1,7,11
2546,control,1,8,12
2547,control,1,7,13
2548,control,2,9,14
2549,control,1,9,1
2550,control,0,9,2
2551,control,1,7,3
2552,control,2,11,4
2553,control,1,8,5
2554,control,1,6,6
2555,control,2,6,7
2556,control,0,8,8
2557,control,1,9,9
2558,control,1,8,10
2559,control,0,10,11
2560,control,1,7,12
2561,control,0,4,13
2562,control,1,9,14
2563,control,2,10,1
2564,control,0,9,2
2565,control,0,6,3
2566,control,2,9,4
2567,control,0,7,5
2568,control,1,7,6
2569,control,1,8,7
2570,control,0,11,8
2571,control,0,11,9
2572,control,0,9,10
2573,control,1,10,11
2574,control,1,7,12
2575,control,0,8,13
2576,control,1,10,14
2577,control,0,8,1
2578,control,0,11,2
2579,control,2,12,3
2580,control,0,8,4
2581,control,1,6,5
2582,control,0,8,6
2583,control,0,8,7
2584,control,1,8,8
2585,control,1,7,9
2586,control,0,7,10
2587,control,0,6,11
2588,control,0,9,12
2589,control,2,10,13
2590,control,1,8,14
2591,control,1,8,1
2592,control,1,7,2
2593,control,1,9,3
2594,control,1,9,4
2595,control,1,7,5
2596,control,2,12,6
2597,control,1,9,7
2598,control,0,9,8
2599,control,1,10,9
2600,control,1,13,10
2601,control,0,9,11
2602,control,1,7,12
2603,control,0,5,13
2604,control,0,6,14
2605,control,1,9,1
2606,control,1,8,2
2607,control,0,10,3
2608,control,1,9,4
2609,control,2,11,5
2610,control,0,10,6
2611,control,0,9,7
2612,control,0,6,8
2613,control,0,10,9
2614,control,2,11,10
2615,control,2,10,11
2616,control,1,4,12
2617,control,0,8,13
2618,control,0,4,14
2619,control,0,7,1
2620,control,0,10,2
2621,control,0,4,3
2622,control,2,7,4
2623,control,0,9,5
2624,control,0,6,6
2625,control,0,10,7
2626,control,1,3,8
2627,control,0,7,9
2628,control,0,7,10
2629,control,2,9,11
2630,control,0,5,12
2631,control,0,7,13
