user_id,variant,arpu,day,time_on_site
2743,control,0,13,98.8
2744,control,175.36,14,136.8
2745,control,102.76,1,159.0
2746,control,80.59,2,303.5
2747,control,158.65,3,124.1
2748,control,96.68,4,239.1
2749,control,116.46,5,88.0
2750,control,51.49,6,181.3
2751,control,107.77,7,156.1
2752,control,46.21,8,171.2
2753,control,128.57,9,181.3
2754,control,0,10,288.4
2755,control,165.08,11,164.9
2756,control,38.51,12,164.8
2757,control,178.35,13,123.3
2758,control,10.56,14,184.1
2759,control,73.94,1,125.3
2760,control,110.78,2,158.8
2761,control,94.02,3,169.7
2762,control,134.75,4,175.3
2763,control,53.62,5,110.2
2764,control,278.61,6,189.0
2765,control,120.42,7,259.6
2766,control,54.33,8,349.1
2767,control,18.23,9,116.1
2768,control,57.58,10,182.1
2769,control,126.25,11,91.8
2770,control,70.93,12,187.7
2771,control,145.61,13,269.3
2772,control,73.91,14,127.6
2773,control,206.04,1,119.8
2774,control,39.39,2,177.7
2775,control,0,3,288.2
2776,control,0,4,214.6
2777,control,124.04,5,149.1
2778,control,218.22,6,233.7
2779,control,98.35,7,283.1
2780,control,156.21,8,166.6
2781,control,60.77,9,169.4
2782,control,0,10,122.7
2783,control,135.62,11,177.3
2784,control,54.29,12,242.9
2785,control,7.0,13,183.0
2786,control,102.89,14,119.0
2787,control,179.51,1,159.5
2788,control,31.66,2,262.8
2789,control,166.62,3,230.0
2790,control,0,4,203.4
2791,control,28.19,5,174.3
2792,control,135.25,6,180.6
2793,control,184.23,7,252.7
2794,control,119.13,8,143.9
2795,control,12.85,9,143.9
2796,control,8.12,10,269.1
2797,control,0,11,100.9
2798,control,0,12,111.5
2799,control,101.41,13,95.5
2800,control,94.82,14,197.3
2801,control,64.13,1,190.8
2802,control,41.1,2,213.0
2803,control,168.63,3,98.9
2804,control,104.95,4,191.3
2805,control,67.72,5,189.4
2806,control,147.5,6,61.5
2807,control,20.82,7,192.2
2808,control,48.64,8,131.4
2809,control,24.39,9,144.5
2810,control,59.55,10,255.5
2811,control,94.29,11,226.5
2812,control,128.89,12,183.4
2813,control,303.06,13,211.0
2814,control,74.64,14,129.9
2815,control,36.51,1,209.2
2816,control,138.08,2,175.4
2817,control,137.98,3,219.3
2818,control,41.29,4,156.4
2819,control,91.02,5,41.8
2820,control,73.63,6,167.5
2821,control,0,7,136.5
2822,control,142.21,8,226.4
2823,control,59.94,9,278.0
2824,control,93.52,10,247.0
2825,control,173.45,11,116.0
2826,control,166.29,12,305.1
2827,control,86.17,13,226.8
2828,control,11.34,14,16.6
2829,control,89.71,1,259.3
2830,control,152.85,2,130.7
2831,control,0,3,150.7
2832,control,0,4,218.1
2833,control,204.85,5,63.8
2834,control,10.84,6,95.7
2835,control,291.91,7,176.1
2836,control,277.72,8,100.7
2837,control,115.13,9,315.9
2838,control,360.58,10,129.4
2839,control,70.28,11,141.4
2840,control,239.48,12,190.7
2841,control,53.0,13,227.7
2842,control,195.13,14,50.0
2843,control,115.13,1,222.5
2844,control,8.88,2,99.8
2845,control,127.57,3,289.6
2846,control,104.02,4,197.7
2847,control,121.1,5,236.8
2848,control,168.51,6,184.7
2849,control,38.6,7,324.1
2850,control,24.7,8,102.2
2851,control,25.43,9,134.7
2852,control,111.22,10,172.2
2853,control,0,11,172.2
2854,control,1.72,12,176.0
2855,control,39.91,13,118.0
2856,control,50.36,14,169.7
2857,control,97.69,1,235.0
2858,control,110.07,2,81.2
2859,control,186.8,3,205.7
2860,control,103.28,4,287.5
2861,control,25.21,5,169.3
2862,control,225.49,6,90.7
2863,control,194.61,7,146.0
2864,control,155.64,8,205.3
2865,control,0,9,230.7
2866,control,15.05,10,229.4
2867,control,164.26,11,98.6
2868,control,164.93,12,160.9
2869,control,141.31,13,201.4
2870,control,13.04,14,189.7
2871,control,75.08,1,116.0
2872,control,80.87,2,96.5
2873,control,43.65,3,190.0
2874,control,20.53,4,102.1
2875,control,236.98,5,45.4
2876,control,28.21,6,189.6
2877,control,176.9,7,165.4
2878,control,206.87,8,193.9
2879,control,66.23,9,178.2
2880,control,238.83,10,198.9
2881,control,181.16,11,184.8
2882,control,178.85,12,244.3
2883,control,5.96,13,159.7
2884,control,50.93,14,248.8
2885,control,26.94,1,178.8
2886,control,126.11,2,216.2
2887,control,113.05,3,88.4
2888,control,97.24,4,210.6
2889,control,325.87,5,160.2
2890,control,241.21,6,123.8
2891,control,103.04,7,223.6
2892,control,252.0,8,161.2
2893,control,222.45,9,214.4
2894,control,182.25,10,172.8
2895,control,5.74,11,270.5
2896,control,110.71,12,94.7
2897,control,49.43,13,220.8
2898,control,177.25,14,170.4
2899,control,148.93,1,312.1
2900,control,120.53,2,203.1
2901,control,155.72,3,270.8
2902,control,86.81,4,122.9
2903,control,139.11,5,163.0
2904,control,81.03,6,53.1
2905,control,105.59,7,224.8
2906,control,114.45,8,146.4
2907,control,190.8,9,82.2
2908,control,98.7,10,293.9
2909,control,72.96,11,115.0
2910,control,40.15,12,226.7
2911,control,109.07,13,176.6
2912,control,176.39,14,167.7
2913,control,105.73,1,107.2
2914,control,0,2,193.2
2915,control,215.94,3,299.5
2916,control,104.07,4,168.1
2917,control,38.11,5,105.7
2918,control,147.16,6,87.1
2919,control,92.14,7,182.1
2920,control,190.21,8,111.7
2921,control,0,9,220.5
2922,control,0,10,95.4
2923,control,151.0,11,84.9
2924,control,75.91,12,189.5
2925,control,178.5,13,184.7
2926,control,240.85,14,209.1
2927,control,0,1,146.3
2928,control,72.93,2,145.0
2929,control,60.64,3,302.3
2930,control,27.58,4,100.5
2931,control,171.24,5,228.9
2932,control,154.07,6,254.6
2933,control,173.01,7,56.7
2934,control,122.98,8,194.7
2935,control,47.32,9,125.9
2936,control,188.12,10,177.6
2937,control,270.58,11,141.6
2938,control,46.68,12,161.4
2939,control,88.37,13,191.0
2940,control,67.65,14,262.4
2941,control,189.18,1,62.1
2942,control,180.33,2,190.9
2943,control,56.88,3,315.3
2944,control,84.34,4,188.7
2945,control,113.04,5,81.3
2946,control,200.61,6,309.9
2947,control,181.01,7,193.2
2948,control,149.24,8,248.1
2949,control,139.54,9,194.1
2950,control,0.96,10,236.1
2951,control,47.19,11,149.5
2952,control,86.09,12,202.6
2953,control,130.81,13,228.2
2954,control,0,14,228.5
2955,control,4.27,1,263.9
2956,control,94.12,2,204.7
2957,control,115.1,3,222.5
2958,control,133.2,4,120.9
2959,control,0,5,86.9
2960,control,50.06,6,193.3
2961,control,62.13,7,172.2
2962,control,160.47,8,119.8
2963,control,185.6,9,226.6
2964,control,50.84,10,195.9
2965,control,52.69,11,174.8
2966,control,183.73,12,207.1
2967,control,73.02,13,101.7
2968,control,79.35,14,214.9
2969,control,130.27,1,236.9
2970,control,149.67,2,258.4
2971,control,24.11,3,191.0
2972,control,92.54,4,158.3
2973,control,66.42,5,227.4
2974,control,204.8,6,200.4
2975,control,215.4,7,219.6
2976,control,65.18,8,187.5
2977,control,198.62,9,225.1
2978,control,34.87,10,200.7
2979,control,227.32,11,94.4
2980,control,178.56,12,172.2
2981,control,5.55,13,117.6
2982,control,43.43,14,298.3
2983,control,193.73,1,64.7
2984,control,84.48,2,227.1
2985,control,0,3,214.0
2986,control,181.97,4,138.9
2987,control,114.13,5,223.5
2988,control,150.31,6,176.5
2989,control,125.78,7,116.2
2990,control,137.83,8,185.4
2991,control,89.8,9,250.1
2992,control,171.42,10,173.4
2993,control,143.58,11,264.8
2994,control,174.5,12,171.5
2995,control,0,13,139.1
2996,control,209.0,14,150.5
2997,control,4.79,1,179.8
2998,control,86.34,2,151.6
2999,control,26.34,3,144.4
3000,control,116.37,4,215.4
3001,control,55.44,5,180.2
3002,control,103.12,6,294.7
3003,control,63.52,7,133.6
3004,control,46.84,8,258.9
3005,control,113.99,9,59.7
3006,control,151.56,10,207.1
3007,control,161.15,11,180.3
3008,control,152.19,12,197.2
3009,control,222.57,13,220.7
3010,control,269.95,14,129.8
3011,control,216.8,1,183.5
3012,control,49.35,2,186.9
3013,control,23.01,3,271.9
3014,control,95.6,4,58.2
3015,control,165.31,5,169.0
3016,control,119.76,6,123.3
3017,control,114.42,7,265.6
3018,control,122.86,8,158.9
3019,control,54.99,9,208.5
3020,control,106.25,10,128.1
3021,control,0,11,302.8
3022,control,139.95,12,127.6
3023,control,65.42,13,241.9
3024,control,165.58,14,296.5
3025,control,64.34,1,222.5
3026,control,170.56,2,172.8
3027,control,101.16,3,255.1
3028,control,68.1,4,179.5
3029,control,153.09,5,160.1
3030,control,176.44,6,144.0
3031,control,152.65,7,84.2
3032,control,53.69,8,243.1
3033,control,111.58,9,270.2
3034,control,221.53,10,189.5
3035,control,159.9,11,143.0
3036,control,0,12,163.2
3037,control,87.95,13,128.6
3038,control,121.37,14,158.7
3039,control,225.39,1,199.2
3040,control,8.02,2,190.0
3041,control,122.77,3,316.5
3042,control,122.86,4,142.1
3043,control,87.5,5,166.3
3044,control,81.14,6,317.0
3045,control,130.31,7,142.2
3046,control,33.21,8,181.5
3047,control,191.95,9,283.3
3048,control,68.85,10,177.4
3049,control,0,11,151.8
3050,control,88.87,12,246.0
3051,control,130.55,13,72.0
3052,control,39.46,14,158.9
3053,control,67.16,1,115.8
3054,control,230.59,2,125.7
3055,control,9.39,3,182.1
3056,control,133.47,4,192.4
3057,control,0,5,292.4
3058,control,44.67,6,115.9
3059,control,147.12,7,119.3
3060,control,71.27,8,285.8
3061,control,243.17,9,188.4
3062,control,116.74,10,209.3
3063,control,3.4,11,246.8
3064,control,89.56,12,195.1
3065,control,68.78,13,273.4
3066,control,0,14,170.2
3067,control,14.75,1,192.6
3068,control,102.21,2,185.6
3069,control,62.01,3,231.6
3070,control,19.24,4,123.2
3071,control,0,5,223.8
3072,control,90.41,6,65.2
3073,control,96.85,7,238.9
3074,control,92.67,8,201.2
3075,control,108.92,9,106.4
3076,control,81.41,10,214.4
3077,control,226.95,11,115.8
3078,control,222.58,12,192.5
3079,control,28.04,13,123.6
3080,control,53.0,14,137.9
3081,control,208.45,1,108.6
3082,control,152.49,2,197.1
3083,control,99.96,3,151.1
3084,control,31.78,4,283.9
3085,control,0,5,92.9
3086,control,0,6,133.1
3087,control,85.95,7,179.1
3088,control,136.52,8,309.5
3089,control,199.21,9,175.1
3090,control,55.68,10,72.4
3091,control,173.51,11,280.0
3092,control,0,12,165.3
3093,control,159.76,13,77.2
3094,control,269.64,14,232.7
3095,control,0,1,77.0
3096,control,53.83,2,168.4
3097,control,99.78,3,163.8
3098,control,152.48,4,236.7
3099,control,247.05,5,154.8
3100,control,42.48,6,112.0
3101,control,149.5,7,234.3
3102,control,57.06,8,208.1
3103,control,0,9,104.3
3104,control,36.51,10,164.8
3105,control,67.72,11,250.1
3106,control,249.25,12,229.5
3107,control,14.85,13,179.7
3108,control,113.3,14,185.5
3109,control,107.87,1,254.5
3110,control,40.59,2,273.2
3111,control,29.77,3,150.4
3112,control,0,4,228.7
3113,control,229.92,5,221.2
3114,control,64.09,6,51.7
3115,control,75.36,7,178.0
3116,control,42.73,8,250.2
3117,control,46.38,9,113.8
3118,control,70.18,10,248.1
3119,control,343.88,11,193.0
3120,control,133.2,12,90.6
3121,control,169.83,13,84.3
3122,control,112.28,14,230.4
3123,control,59.2,1,153.8
3124,control,219.51,2,67.2
3125,control,41.46,3,154.9
3126,control,93.32,4,93.3
3127,control,90.84,5,263.6
3128,control,168.89,6,152.6
3129,control,160.94,7,147.5
3130,control,145.8,8,123.3
3131,control,66.1,9,136.9
3132,control,165.19,10,159.2
3133,control,163.09,11,148.0
3134,control,48.89,12,88.9
3135,control,0,13,147.1
3136,control,43.49,14,215.4
3137,control,131.64,1,165.8
3138,control,110.37,2,160.9
3139,control,29.75,3,156.1
3140,control,209.25,4,224.2
3141,control,202.81,5,161.8
3142,control,156.31,6,159.0
3143,control,41.6,7,252.8
3144,control,125.04,8,288.8
3145,control,72.76,9,76.8
3146,control,88.75,10,131.2
3147,control,159.52,11,205.4
3148,control,100.74,12,200.2
3149,control,155.54,13,188.0
3150,control,13.7,14,236.5
3151,control,78.03,1,229.1
3152,control,59.04,2,66.3
3153,control,33.35,3,88.6
3154,control,118.12,4,121.9
3155,control,164.91,5,149.8
3156,control,0,6,267.3
3157,control,62.9,7,154.7
3158,control,196.69,8,256.7
3159,control,162.01,9,152.8
3160,control,107.22,10,236.9
3161,control,68.35,11,144.1
3162,control,0,12,199.7
3163,control,89.57,13,173.5
3164,control,67.16,14,332.2
3165,control,182.36,1,116.3
3166,control,147.73,2,227.2
3167,control,168.84,3,175.9
3168,control,1.85,4,157.1
3169,control,160.32,5,229.3
3170,control,84.99,6,105.8
3171,control,0,7,193.0
3172,control,167.7,8,98.4
3173,control,188.39,9,151.0
3174,control,18.1,10,201.4
3175,control,41.88,11,58.4
3176,control,150.31,12,120.7
3177,control,89.05,13,126.9
3178,control,46.74,14,162.0
3179,control,120.39,1,221.4
3180,control,43.84,2,141.2
3181,control,84.39,3,169.7
3182,control,23.19,4,92.1
3183,control,158.9,5,240.6
3184,control,122.59,6,160.1
3185,control,70.44,7,63.2
3186,control,57.64,8,214.4
3187,control,138.12,9,98.3
3188,control,349.25,10,162.7
3189,control,100.47,11,86.1
3190,control,120.53,12,209.7
3191,control,65.64,13,115.6
3192,control,90.41,14,228.3
3193,control,151.79,1,206.2
3194,control,64.08,2,151.3
3195,control,119.74,3,255.6
3196,control,48.35,4,130.1
3197,control,109.6,5,216.5
3198,control,115.1,6,222.0
3199,control,59.3,7,220.0
3200,control,0,8,220.1
3201,control,28.85,9,140.7
3202,control,162.83,10,114.1
3203,control,0,11,133.3
3204,control,139.85,12,165.3
3205,control,109.92,13,324.4
3206,control,103.49,14,110.6
3207,control,215.15,1,183.4
3208,control,84.93,2,214.4
3209,control,94.45,3,111.7
3210,control,68.57,4,158.2
3211,control,179.69,5,244.7
3212,control,0,6,259.9
3213,control,145.96,7,123.5
3214,control,100.15,8,166.5
3215,control,75.25,9,243.5
3216,control,50.59,10,184.0
3217,control,180.12,11,203.7
3218,control,137.79,12,218.5
3219,control,0,13,38.6
3220,control,94.61,14,208.2
3221,control,125.78,1,286.3
3222,control,164.26,2,227.1
3223,control,100.9,3,202.3
3224,control,0,4,109.4
3225,control,231.96,5,192.0
3226,control,29.48,6,229.2
3227,control,192.56,7,254.0
3228,control,0,8,231.2
3229,control,138.82,9,231.1
3230,control,96.13,10,164.0
3231,control,57.16,11,108.5
3232,control,114.46,12,261.7
3233,control,181.03,13,195.6
3234,control,170.58,14,157.6
3235,control,48.31,1,189.9
3236,control,0,2,210.8
3237,control,57.68,3,196.1
3238,control,166.87,4,168.6
3239,control,139.93,5,212.9
3240,control,98.98,6,275.5
3241,control,0,7,164.1
3242,control,116.46,8,90.9
3243,control,63.48,9,247.0
3244,control,113.68,10,126.3
3245,control,51.51,11,192.6
3246,control,235.32,12,343.9
3247,control,210.38,13,204.8
3248,control,223.9,14,223.5
3249,control,78.72,1,163.8
3250,control,31.92,2,81.3
3251,control,0,3,143.1
3252,control,68.57,4,221.1
3253,control,178.47,5,173.1
3254,control,140.18,6,196.0
3255,control,95.64,7,218.6
3256,control,55.29,8,215.9
3257,control,64.94,9,201.3
3258,control,0,10,64.8
3259,control,44.2,11,197.1
3260,control,0,12,43.5
3261,control,178.15,13,308.6
3262,control,103.54,14,215.7
3263,control,179.77,1,79.1
3264,control,87.13,2,186.6
3265,control,138.51,3,161.5
3266,control,0,4,101.2
3267,control,34.71,5,141.5
3268,control,177.89,6,215.3
3269,control,87.1,7,119.3
3270,control,122.13,8,162.3
3271,control,0,9,287.4
3272,control,92.62,10,173.8
3273,control,3.61,11,218.0
3274,control,185.77,12,279.0
3275,control,114.81,13,247.2
3276,control,72.18,14,258.9
3277,control,126.76,1,220.2
3278,control,109.06,2,170.8
3279,control,148.15,3,125.6
3280,control,141.1,4,159.4
3281,control,91.33,5,225.1
3282,control,103.28,6,152.6
3283,control,199.07,7,145.7
3284,control,111.19,8,171.0
3285,control,114.54,9,259.1
3286,control,85.75,10,123.5
3287,control,2.98,11,227.6
3288,control,203.0,12,146.8
3289,control,217.2,13,65.9
3290,control,87.35,14,182.6
3291,control,44.62,1,176.0
3292,control,152.63,2,84.5
3293,control,37.7,3,159.7
3294,control,135.05,4,184.9
3295,control,71.16,5,175.1
3296,control,1.69,6,240.1
3297,control,122.28,7,167.9
3298,control,192.07,8,210.5
3299,control,263.83,9,146.2
3300,control,6.07,10,125.6
3301,control,145.23,11,221.4
3302,control,201.16,12,253.6
3303,control,153.49,13,88.2
3304,control,33.21,14,207.1
3305,control,160.48,1,205.7
3306,control,79.01,2,207.9
3307,control,101.32,3,119.0
3308,control,125.15,4,173.3
3309,control,0,5,184.2
3310,control,118.03,6,110.0
3311,control,99.15,7,193.5
3312,control,68.51,8,212.3
3313,control,76.6,9,198.3
3314,control,16.09,10,171.9
3315,control,80.06,11,27.6
3316,control,40.51,12,246.0
3317,control,166.29,13,153.1
3318,control,187.54,14,89.1
3319,control,33.84,1,205.7
3320,control,0,2,204.0
3321,control,64.31,3,195.6
3322,control,159.13,4,78.6
3323,control,130.1,5,146.3
3324,control,106.82,6,228.8
3325,control,135.68,7,84.6
3326,control,0,8,297.6
3327,control,63.95,9,193.8
3328,control,0,10,157.8
3329,control,0,11,172.8
3330,control,5.0,12,94.0
3331,control,118.26,13,215.2
3332,control,203.94,14,204.5
3333,control,0,1,133.0
3334,control,105.88,2,65.7
3335,control,4.19,3,177.5
3336,control,114.23,4,117.2
3337,control,56.41,5,91.6
3338,control,0,6,145.7
3339,control,171.96,7,187.7
3340,control,14.46,8,91.8
3341,control,156.0,9,117.4
3342,control,96.17,10,229.2
3343,control,119.84,11,175.7
3344,control,0,12,98.3
3345,control,0,13,173.3
3346,control,135.96,14,214.0
3347,control,198.04,1,345.9
3348,control,150.68,2,215.4
3349,control,55.74,3,128.0
3350,control,128.54,4,115.7
3351,control,68.04,5,253.2
3352,control,143.41,6,251.3
3353,control,69.03,7,233.0
3354,control,6.01,8,151.4
3355,control,0,9,186.3
3356,control,120.24,10,191.1
3357,control,173.8,11,156.8
3358,control,149.96,12,125.9
3359,control,179.39,13,245.1
3360,control,77.73,14,68.7
3361,control,86.41,1,289.4
3362,control,101.88,2,350.1
3363,control,108.26,3,121.2
3364,control,76.26,4,241.2
3365,control,69.83,5,233.0
3366,control,0,6,191.6
3367,control,122.62,7,202.0
3368,control,163.71,8,170.5
3369,control,160.56,9,220.6
3370,control,141.64,10,157.8
3371,control,212.98,11,177.5
3372,control,18.36,12,141.0
3373,control,180.83,13,193.2
3374,control,53.1,14,155.9
3375,control,233.89,1,131.4
3376,control,0,2,234.4
3377,control,166.07,3,316.9
3378,control,106.54,4,91.5
3379,control,50.85,5,167.9
3380,control,182.51,6,163.1
3381,control,97.33,7,236.5
3382,control,17.55,8,325.2
3383,control,178.49,9,250.9
3384,control,162.12,10,174.3
3385,control,122.23,11,159.2
3386,control,203.41,12,211.4
3387,control,89.61,13,167.5
3388,control,58.97,14,238.1
3389,control,21.15,1,107.8
3390,control,123.07,2,123.6
3391,control,0,3,227.2
3392,control,114.83,4,186.9
3393,control,34.98,5,199.1
3394,control,78.24,6,197.7
3395,control,194.44,7,174.2
3396,control,165.94,8,216.8
3397,control,0,9,99.0
3398,control,100.0,10,215.2
3399,control,134.07,11,220.8
3400,control,8.46,12,201.5
3401,control,139.97,13,133.3
3402,control,164.78,14,125.8
3403,control,22.24,1,74.3
3404,control,55.97,2,227.4
3405,control,223.33,3,165.8
3406,control,171.74,4,190.8
3407,control,123.14,5,226.2
3408,control,11.64,6,66.0
3409,control,48.0,7,147.5
3410,control,117.69,8,115.6
3411,control,135.78,9,111.9
3412,control,104.16,10,186.8
3413,control,40.3,11,185.3
3414,control,104.47,12,34.8
3415,control,0,13,205.5
3416,control,15.68,14,157.0
3417,control,0,1,138.0
3418,control,67.0,2,175.4
3419,control,48.61,3,172.7
3420,control,36.0,4,137.8
3421,control,88.51,5,285.3
3422,control,156.97,6,102.6
3423,control,0,7,127.8
3424,control,102.15,8,143.3
3425,control,138.03,9,284.0
3426,control,102.84,10,191.4
3427,control,148.29,11,285.0
3428,control,45.47,12,111.2
3429,control,18.31,13,185.8
3430,control,253.16,14,174.4
3431,control,0,1,221.8
3432,control,31.72,2,235.2
3433,control,162.8,3,311.7
3434,control,21.38,4,160.4
3435,control,145.81,5,260.4
3436,control,87.28,6,252.9
3437,control,100.79,7,111.9
3438,control,218.51,8,160.9
3439,control,60.82,9,290.0
3440,control,52.75,10,236.1
3441,control,33.05,11,146.6
3442,control,243.74,12,124.7
3443,control,16.91,13,118.0
3444,control,52.39,14,122.4
3445,control,58.58,1,105.7
3446,control,201.37,2,195.2
3447,control,52.33,3,206.9
3448,control,67.66,4,67.9
3449,control,110.53,5,148.3
3450,control,86.49,6,168.8
3451,control,106.47,7,231.4
3452,control,168.34,8,227.0
3453,control,47.3,9,148.7
3454,control,47.91,10,152.9
3455,control,0,11,307.7
3456,control,129.83,12,177.3
3457,control,24.52,13,224.8
3458,control,157.01,14,163.4
3459,control,137.13,1,178.9
3460,control,180.42,2,137.6
3461,control,32.04,3,248.6
3462,control,64.27,4,241.0
3463,control,289.66,5,123.5
3464,control,0,6,189.9
3465,control,114.53,7,146.2
3466,control,50.24,8,120.3
3467,control,53.92,9,113.3
3468,control,295.44,10,247.5
3469,control,113.38,11,87.4
3470,control,170.58,12,282.9
3471,control,131.41,13,228.6
3472,control,152.72,14,196.4
3473,control,16.21,1,169.5
3474,control,140.89,2,164.3
3475,control,148.92,3,82.6
3476,control,201.4,4,171.5
3477,control,42.82,5,256.2
3478,control,138.8,6,132.6
3479,control,97.07,7,146.5
3480,control,21.57,8,63.9
3481,control,42.92,9,118.9
3482,control,257.87,10,172.2
3483,control,133.31,11,197.2
3484,control,0,12,114.4
3485,control,158.84,13,221.7
3486,control,52.94,14,173.3
3487,control,77.62,1,266.3
3488,control,0,2,242.3
3489,control,203.84,3,194.0
3490,control,0,4,235.5
3491,control,80.87,5,224.3
3492,control,97.44,6,167.8
3493,control,109.97,7,295.6
3494,control,150.57,8,204.5
3495,control,65.97,9,142.1
3496,control,195.21,10,209.1
3497,control,199.04,11,212.6
3498,control,138.96,12,191.3
3499,control,140.68,13,183.1
3500,control,182.57,14,77.7
3501,control,201.2,1,274.3
3502,control,77.61,2,165.8
3503,control,173.54,3,234.1
3504,control,43.0,4,154.7
3505,control,103.28,5,96.8
3506,control,160.94,6,221.0
3507,control,0,7,199.1
3508,control,136.69,8,282.7
3509,control,145.98,9,224.6
3510,control,142.3,10,178.3
3511,control,127.03,11,285.8
3512,control,28.95,12,219.9
3513,control,204.29,13,185.9
3514,control,0,14,110.6
3515,control,57.05,1,98.6
3516,control,102.59,2,258.3
3517,control,81.03,3,216.0
3518,control,167.47,4,151.2
3519,control,158.54,5,187.6
3520,control,0,6,240.9
3521,control,146.29,7,54.8
3522,control,97.13,8,106.2
3523,control,146.58,9,186.6
3524,control,231.78,10,118.5
3525,control,90.45,11,143.3
3526,control,235.03,12,95.3
3527,control,185.67,13,114.3
3528,control,90.16,14,157.5
3529,control,76.02,1,207.3
3530,control,65.12,2,64.5
3531,control,211.19,3,257.0
3532,control,153.55,4,307.5
3533,control,0,5,194.9
3534,control,36.62,6,137.2
3535,control,67.63,7,175.1
3536,control,178.48,8,256.4
3537,control,0,9,135.3
3538,control,0,10,90.3
3539,control,204.19,11,184.0
3540,control,0,12,242.6
3541,control,192.38,13,179.7
3542,control,0,14,214.8
3543,control,107.08,1,172.7
3544,control,115.19,2,197.1
3545,control,143.1,3,66.2
3546,control,0,4,157.7
3547,control,22.06,5,148.1
3548,control,219.83,6,80.8
3549,control,0,7,207.4
3550,control,165.03,8,136.5
3551,control,61.47,9,124.5
3552,control,67.64,10,241.3
3553,control,157.2,11,327.4
3554,control,265.75,12,118.1
3555,control,137.53,13,299.5
3556,control,110.14,14,151.6
3557,control,0,1,196.5
3558,control,32.74,2,228.9
3559,control,147.83,3,198.2
3560,control,161.89,4,225.5
3561,control,124.58,5,175.6
3562,control,116.04,6,127.7
3563,control,38.0,7,280.2
3564,control,115.14,8,234.1
3565,control,146.72,9,157.0
3566,control,0,10,121.1
3567,control,157.05,11,122.7
3568,control,78.64,12,162.5
3569,control,61.74,13,86.8
3570,control,208.16,14,229.6
3571,control,51.12,1,156.4
3572,control,11.62,2,154.3
3573,control,0,3,183.9
3574,control,96.47,4,183.6
3575,control,141.5,5,140.8
3576,control,132.5,6,229.1
3577,control,87.78,7,143.8
3578,control,0,8,182.6
3579,control,186.44,9,123.4
3580,control,127.71,10,292.5
3581,control,192.27,11,160.7
3582,control,74.6,12,43.2
3583,control,215.83,13,66.7
3584,control,0,14,183.4
3585,control,177.7,1,113.2
3586,control,82.15,2,92.8
3587,control,10.31,3,260.4
3588,control,0,4,274.6
3589,control,119.88,5,25.4
3590,control,1.59,6,186.1
3591,control,155.97,7,110.3
3592,control,53.74,8,216.6
3593,control,48.81,9,114.4
3594,control,0,10,197.6
3595,control,94.24,11,158.8
3596,control,223.57,12,156.7
3597,control,80.6,13,214.5
3598,control,79.32,14,146.5
3599,control,175.6,1,253.5
3600,control,0,2,153.5
3601,control,145.73,3,70.7
3602,control,71.8,4,171.8
3603,control,157.14,5,224.5
3604,control,194.21,6,109.9
3605,control,143.38,7,82.2
3606,control,169.86,8,180.8
3607,control,70.51,9,166.1
3608,control,7.07,10,215.3
3609,control,151.49,11,109.9
3610,control,44.4,12,126.7
3611,control,16.63,13,99.2
3612,control,108.28,14,170.7
3613,control,67.52,1,120.4
3614,control,100.45,2,138.8
3615,control,95.54,3,98.8
3616,control,135.08,4,86.5
3617,control,220.12,5,376.8
3618,control,161.73,6,224.4
3619,control,0,7,203.5
3620,control,141.26,8,148.7
3621,control,63.67,9,164.6
3622,control,186.07,10,169.7
3623,control,97.33,11,141.0
3624,control,137.83,12,171.0
3625,control,144.19,13,206.1
3626,control,134.33,14,182.8
3627,control,97.81,1,170.5
3628,control,193.89,2,153.6
3629,control,148.68,3,152.0
3630,control,133.55,4,199.2
3631,control,121.23,5,120.4
3632,control,200.24,6,98.7
3633,control,222.49,7,172.4
3634,control,127.12,8,210.3
3635,control,181.25,9,174.1
3636,control,106.37,10,227.6
3637,control,74.24,11,281.1
3638,control,89.83,12,149.7
3639,control,78.07,13,243.9
3640,control,223.9,14,120.9
3641,control,98.75,1,308.9
3642,control,94.45,2,63.2
3643,control,150.83,3,148.7
3644,control,23.47,4,256.5
3645,control,158.19,5,192.2
3646,control,25.33,6,285.0
3647,control,77.28,7,211.7
3648,control,0,8,289.6
3649,control,222.99,9,111.4
3650,control,166.46,10,179.1
3651,control,102.99,11,237.8
3652,control,191.01,12,190.2
3653,control,79.3,13,125.4
3654,control,243.67,14,217.4
3655,control,69.96,1,171.3
3656,control,48.77,2,239.9
3657,control,179.9,3,285.1
3658,control,146.02,4,132.2
3659,control,55.87,5,288.0
3660,control,149.82,6,131.0
3661,control,33.51,7,159.9
3662,control,192.29,8,167.1
3663,control,124.82,9,123.7
3664,control,109.97,10,250.4
3665,control,253.59,11,228.6
3666,control,31.23,12,150.2
3667,control,136.64,13,139.1
3668,control,54.25,14,80.5
3669,control,52.93,1,155.6
3670,control,0,2,229.0
3671,control,43.44,3,170.6
3672,control,108.26,4,140.2
3673,control,56.41,5,120.1
3674,control,137.9,6,239.6
3675,control,56.59,7,296.0
3676,control,0,8,125.3
3677,control,56.85,9,190.7
3678,control,180.03,10,168.6
3679,control,112.21,11,129.4
3680,control,152.6,12,248.3
3681,control,89.98,13,146.5
3682,control,91.82,14,90.6
3683,control,81.59,1,54.3
3684,control,135.97,2,87.8
3685,control,165.76,3,256.1
3686,control,64.98,4,172.6
